StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder_ID,Post_ID,Attribution_Presence,Attribution_Number,Sender_Relevance_1,Evaluation_1,PresenceIndividual_1,SpecificIndividual_1,PresenceCollective_1,SpecificCollective_1,PresenceSystems_1,PresenceNetwork_1,Economy_1,SocialPolicies_1,PoliticsHumanRight_1,ExternalRelations_1
2025-05-01 11:18:40,2025-05-01 11:18:49,IP Address,89.98.163.147,100,9,True,2025-05-01 11:18:50,R_70TbngFzdPY68Ns,,,,,52.3672,4.918,anonymous,EN,Ada Shi,94A,No,,,,,,,,,,,,,
2025-05-01 11:18:51,2025-05-01 11:19:18,IP Address,89.98.163.147,100,26,True,2025-05-01 11:19:18,R_5nu9nIohxcRGnyy,,,,,52.3672,4.918,anonymous,EN,Ada Shi,95A,No,,,,,,,,,,,,,
2025-05-01 11:19:19,2025-05-01 11:19:29,IP Address,89.98.163.147,100,10,True,2025-05-01 11:19:30,R_3ARYCZ3fSZrQKPf,,,,,52.3672,4.918,anonymous,EN,Ada Shi,96A,No,,,,,,,,,,,,,
2025-05-01 11:19:31,2025-05-01 11:19:42,IP Address,89.98.163.147,100,10,True,2025-05-01 11:19:42,R_7WZmlWXF4La2Lgt,,,,,52.3672,4.918,anonymous,EN,Ada Shi,97A,No,,,,,,,,,,,,,
2025-05-01 11:19:43,2025-05-01 11:20:35,IP Address,89.98.163.147,100,52,True,2025-05-01 11:20:35,R_5fQ8M7oepeqhdTu,,,,,52.3672,4.918,anonymous,EN,Ada Shi,98A,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-01 11:20:36,2025-05-01 11:21:12,IP Address,89.98.163.147,100,35,True,2025-05-01 11:21:12,R_3MLJjY8vidik3Z6,,,,,52.3672,4.918,anonymous,EN,Ada Shi,99A,No,,,,,,,,,,,,,
2025-05-01 11:21:13,2025-05-01 11:21:40,IP Address,89.98.163.147,100,26,True,2025-05-01 11:21:40,R_8iIKj0Bn066Rj6J,,,,,52.3672,4.918,anonymous,EN,Ada Shi,100A,No,,,,,,,,,,,,,
2025-05-03 15:22:51,2025-05-03 15:23:25,IP Address,89.98.163.147,100,34,True,2025-05-03 15:23:26,R_8e375loCIqGodur,,,,,52.3672,4.918,anonymous,EN,Ada Shi,101A,No,,,,,,,,,,,,,
2025-05-03 15:23:27,2025-05-03 15:24:45,IP Address,89.98.163.147,100,78,True,2025-05-03 15:24:45,R_2HrbAVo9XXyB72x,,,,,52.3672,4.918,anonymous,EN,Ada Shi,102A,No,,,,,,,,,,,,,
2025-05-03 15:24:47,2025-05-03 15:26:10,IP Address,89.98.163.147,100,83,True,2025-05-03 15:26:11,R_2oqlfVfny821SHI,,,,,52.3672,4.918,anonymous,EN,Ada Shi,103A,Yes,First,Yes,Positively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-03 15:26:13,2025-05-03 15:26:39,IP Address,89.98.163.147,100,26,True,2025-05-03 15:26:39,R_8gIyENnXYEnpWyO,,,,,52.3672,4.918,anonymous,EN,Ada Shi,104A,No,,,,,,,,,,,,,
2025-05-03 15:26:40,2025-05-03 15:27:04,IP Address,89.98.163.147,100,23,True,2025-05-03 15:27:05,R_2Myur0RGfZDos0J,,,,,52.3672,4.918,anonymous,EN,Ada Shi,105A,No,,,,,,,,,,,,,
2025-05-03 15:27:05,2025-05-03 15:27:34,IP Address,89.98.163.147,100,28,True,2025-05-03 15:27:35,R_8UVeDYU5WZ4ITbQ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,106A,No,,,,,,,,,,,,,
2025-05-03 15:27:36,2025-05-03 15:27:49,IP Address,89.98.163.147,100,12,True,2025-05-03 15:27:49,R_21M0iEljyaUIK6U,,,,,52.3672,4.918,anonymous,EN,Ada Shi,107A,No,,,,,,,,,,,,,
2025-05-03 15:27:51,2025-05-03 15:28:20,IP Address,89.98.163.147,100,28,True,2025-05-03 15:28:20,R_824mx1FDD0Pd72w,,,,,52.3672,4.918,anonymous,EN,Ada Shi,108A,No,,,,,,,,,,,,,
2025-05-03 15:28:21,2025-05-03 15:28:33,IP Address,89.98.163.147,100,12,True,2025-05-03 15:28:34,R_83UnsASbgX8gj6X,,,,,52.3672,4.918,anonymous,EN,Ada Shi,109A,No,,,,,,,,,,,,,
2025-05-03 15:28:35,2025-05-03 15:28:51,IP Address,89.98.163.147,100,16,True,2025-05-03 15:28:51,R_2uKYLwPUib2C1QA,,,,,52.3672,4.918,anonymous,EN,Ada Shi,110A,No,,,,,,,,,,,,,
2025-05-03 15:28:53,2025-05-03 15:29:07,IP Address,89.98.163.147,100,14,True,2025-05-03 15:29:07,R_2EmyM0GNe9OfPyU,,,,,52.3672,4.918,anonymous,EN,Ada Shi,111A,No,,,,,,,,,,,,,
2025-05-03 15:29:08,2025-05-03 15:30:41,IP Address,89.98.163.147,100,92,True,2025-05-03 15:30:41,R_8P0AkUByh2VHS25,,,,,52.3672,4.918,anonymous,EN,Ada Shi,112A,Yes,First,Yes,Positively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,No
2025-05-03 15:30:43,2025-05-03 15:31:45,IP Address,89.98.163.147,100,61,True,2025-05-03 15:31:45,R_2Vlnqj471YzB5Hr,,,,,52.3672,4.918,anonymous,EN,Ada Shi,113A,No,,,,,,,,,,,,,
2025-05-03 15:31:46,2025-05-03 15:37:29,IP Address,89.98.163.147,100,342,True,2025-05-03 15:37:29,R_8tgRBnVfpeVN0TQ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,114A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-03 15:37:31,2025-05-03 15:37:58,IP Address,89.98.163.147,100,26,True,2025-05-03 15:37:58,R_269WmKNp9OQENPh,,,,,52.3672,4.918,anonymous,EN,Ada Shi,115A,No,,,,,,,,,,,,,
2025-05-03 15:37:59,2025-05-03 15:38:40,IP Address,89.98.163.147,100,40,True,2025-05-03 15:38:40,R_2o8HYhLyVtVJRsJ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,116A,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,Yes,
2025-05-03 15:38:41,2025-05-03 15:39:45,IP Address,89.98.163.147,100,63,True,2025-05-03 15:39:45,R_22r6iw2cVVbtQEm,,,,,52.3672,4.918,anonymous,EN,Ada Shi,117A,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,Yes,,
2025-05-03 15:39:46,2025-05-03 15:40:19,IP Address,89.98.163.147,100,32,True,2025-05-03 15:40:19,R_2V1sLBrkYJqgveN,,,,,52.3672,4.918,anonymous,EN,Ada Shi,117A,Yes,Second,Yes,Negatively,Yes,Hillary Clinton,,,,,No,Yes,,
2025-05-03 15:40:21,2025-05-03 15:40:32,IP Address,89.98.163.147,100,11,True,2025-05-03 15:40:33,R_8SKsmrK2wQtwatj,,,,,52.3672,4.918,anonymous,EN,Ada Shi,118A,No,,,,,,,,,,,,,
2025-05-03 15:40:34,2025-05-03 15:40:54,IP Address,89.98.163.147,100,20,True,2025-05-03 15:40:54,R_24PI47quPSxEGgV,,,,,52.3672,4.918,anonymous,EN,Ada Shi,119A,No,,,,,,,,,,,,,
2025-05-03 15:40:55,2025-05-03 15:42:43,IP Address,89.98.163.147,100,107,True,2025-05-03 15:42:43,R_8SIxFuvIRwpuht9,,,,,52.3672,4.918,anonymous,EN,Ada Shi,120A,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,Yes,
2025-05-03 15:43:51,2025-05-03 15:44:07,IP Address,89.98.163.147,100,16,True,2025-05-03 15:44:07,R_2lymBbuk4fNWA8h,,,,,52.3672,4.918,anonymous,EN,Ada Shi,121A,No,,,,,,,,,,,,,
2025-05-03 15:44:09,2025-05-03 15:44:26,IP Address,89.98.163.147,100,17,True,2025-05-03 15:44:28,R_21iA1RiRY0yLBIq,,,,,52.3672,4.918,anonymous,EN,Ada Shi,122A,No,,,,,,,,,,,,,
2025-05-03 15:44:29,2025-05-03 15:44:50,IP Address,89.98.163.147,100,21,True,2025-05-03 15:44:50,R_7H6SNNMLMv2QYLR,,,,,52.3672,4.918,anonymous,EN,Ada Shi,123A,No,,,,,,,,,,,,,
2025-05-03 15:44:51,2025-05-03 15:45:08,IP Address,89.98.163.147,100,16,True,2025-05-03 15:45:08,R_3ZJK1hHDZ7Br1vA,,,,,52.3672,4.918,anonymous,EN,Ada Shi,124A,No,,,,,,,,,,,,,
2025-05-03 15:45:09,2025-05-03 15:45:25,IP Address,89.98.163.147,100,16,True,2025-05-03 15:45:26,R_3GlVEOwCCI1brWR,,,,,52.3672,4.918,anonymous,EN,Ada Shi,125A,No,,,,,,,,,,,,,
2025-05-03 15:45:27,2025-05-03 15:45:49,IP Address,89.98.163.147,100,21,True,2025-05-03 15:45:49,R_1WuEVj26rrFmz3b,,,,,52.3672,4.918,anonymous,EN,Ada Shi,126A,No,,,,,,,,,,,,,
2025-05-03 15:45:50,2025-05-03 15:46:15,IP Address,89.98.163.147,100,24,True,2025-05-03 15:46:15,R_8g4MyYw43qXsxd8,,,,,52.3672,4.918,anonymous,EN,Ada Shi,127A,No,,,,,,,,,,,,,
2025-05-03 15:46:16,2025-05-03 15:47:24,IP Address,89.98.163.147,100,67,True,2025-05-03 15:47:24,R_8huLvQiqd2KLqNi,,,,,52.3672,4.918,anonymous,EN,Ada Shi,128A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-03 15:47:25,2025-05-03 15:47:51,IP Address,89.98.163.147,100,26,True,2025-05-03 15:47:52,R_23cPZw9mGpjUzhn,,,,,52.3672,4.918,anonymous,EN,Ada Shi,128A,Yes,Second,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,No,Yes
2025-05-03 15:47:53,2025-05-03 15:48:04,IP Address,89.98.163.147,100,11,True,2025-05-03 15:48:04,R_8QwUjYwDRrt6GVr,,,,,52.3672,4.918,anonymous,EN,Ada Shi,129A,No,,,,,,,,,,,,,
2025-05-03 15:48:05,2025-05-03 15:48:48,IP Address,89.98.163.147,100,42,True,2025-05-03 15:48:48,R_829GvDgLRWCQKpB,,,,,52.3672,4.918,anonymous,EN,Ada Shi,130A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-07 16:34:10,2025-05-07 16:39:00,IP Address,146.50.234.69,100,290,True,2025-05-07 16:39:01,R_75trQrWzIJpUZYw,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,1F,Yes,First,Yes,Positively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-07 16:39:02,2025-05-07 16:40:39,IP Address,146.50.234.69,100,96,True,2025-05-07 16:40:39,R_7IlQNj8Dh3tNIZ5,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,2F,No,,,,,,,,,,,,,
2025-05-07 16:40:40,2025-05-07 16:41:16,IP Address,146.50.234.69,100,36,True,2025-05-07 16:41:17,R_8qk5sL2m2Pm8BHe,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,3F,No,,,,,,,,,,,,,
2025-05-07 16:41:18,2025-05-07 16:41:58,IP Address,146.50.234.69,100,40,True,2025-05-07 16:41:58,R_82yBEKpGPzOjLkl,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,4F,No,,,,,,,,,,,,,
2025-05-07 16:42:00,2025-05-07 16:42:58,IP Address,146.50.234.69,100,57,True,2025-05-07 16:42:58,R_2LXuwKvmWxVLSIX,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,5F,No,,,,,,,,,,,,,
2025-05-07 16:42:58,2025-05-07 16:43:30,IP Address,146.50.234.69,100,31,True,2025-05-07 16:43:30,R_27UMNiXzUkPy1H0,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,6F,No,,,,,,,,,,,,,
2025-05-07 16:43:31,2025-05-07 16:50:06,IP Address,146.50.234.69,100,395,True,2025-05-07 16:50:07,R_8lnLKMyfO6Io1TG,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,7F,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,Yes,,,
2025-05-07 16:50:08,2025-05-07 16:55:01,IP Address,146.50.234.69,100,293,True,2025-05-07 16:55:01,R_8v85XMYrO0drQXx,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,9F,No,,,,,,,,,,,,,
2025-05-07 16:55:06,2025-05-07 16:57:54,IP Address,146.50.234.69,100,167,True,2025-05-07 16:57:54,R_2egbLqYcRoeHvMC,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,10F,No,,,,,,,,,,,,,
2025-05-07 16:57:56,2025-05-07 16:58:47,IP Address,146.50.234.69,100,51,True,2025-05-07 16:58:47,R_8cSuOfXFl2A3BEu,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,11F,No,,,,,,,,,,,,,
2025-05-07 16:58:48,2025-05-07 17:02:20,IP Address,146.50.234.69,100,212,True,2025-05-07 17:02:21,R_8nV4b48r7eaEBxR,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,12F,No,,,,,,,,,,,,,
2025-05-07 17:02:21,2025-05-07 17:03:15,IP Address,146.50.234.69,100,53,True,2025-05-07 17:03:15,R_21zQU2xPa4y1gMp,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,13F,No,,,,,,,,,,,,,
2025-05-07 17:03:16,2025-05-07 17:03:46,IP Address,146.50.234.69,100,30,True,2025-05-07 17:03:46,R_2WUsaaLnVSMNg7s,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,14F,No,,,,,,,,,,,,,
2025-05-07 17:03:47,2025-05-07 17:04:21,IP Address,146.50.234.69,100,33,True,2025-05-07 17:04:21,R_8DIRWiIxR9P3es8,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,15F,No,,,,,,,,,,,,,
2025-05-07 17:04:22,2025-05-07 17:13:11,IP Address,146.50.234.69,100,529,True,2025-05-07 17:13:12,R_8MeaRKTSEOKOHEB,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,16F,Yes,First,Yes,Negatively,No,,Yes,The Obama-Administration,,,No,No,No,Yes
2025-05-07 17:13:13,2025-05-07 17:13:53,IP Address,146.50.234.69,100,40,True,2025-05-07 17:13:54,R_2wGlxumY3wo9PbV,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,17F,No,,,,,,,,,,,,,
2025-05-07 17:13:55,2025-05-07 17:14:20,IP Address,146.50.234.69,100,25,True,2025-05-07 17:14:20,R_2aPp4cDDeylX6Wp,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,18F,No,,,,,,,,,,,,,
2025-05-07 17:24:20,2025-05-07 17:25:02,IP Address,146.50.234.69,100,42,True,2025-05-07 17:25:02,R_8U78IU4mQPU1c1b,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,19F,No,,,,,,,,,,,,,
2025-05-07 17:25:04,2025-05-07 17:26:38,IP Address,146.50.234.69,100,94,True,2025-05-07 17:26:38,R_8i8LyRhhIBgjQCh,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,20F,No,,,,,,,,,,,,,
2025-05-07 17:26:39,2025-05-07 17:36:39,IP Address,146.50.234.69,100,600,True,2025-05-07 17:36:40,R_2ybFe52ElJf67JL,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,21F,Yes,First,Yes,Positively,No,,Yes,Conservative: Republicans/Right-wing ideologists,,,No,No,Yes,
2025-05-07 17:36:41,2025-05-07 17:37:40,IP Address,146.50.234.69,100,59,True,2025-05-07 17:37:40,R_2CvrcsP96QTeMI1,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,22F,No,,,,,,,,,,,,,
2025-05-07 17:46:03,2025-05-07 17:47:09,IP Address,146.50.234.69,100,65,True,2025-05-07 17:47:11,R_8IoQoYY2ibCb1aU,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,23F,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,Yes,
2025-05-07 17:47:11,2025-05-07 17:51:07,IP Address,146.50.234.69,100,236,True,2025-05-07 17:51:07,R_8rIQ5CZiK2xNCGa,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,24F,Yes,First,Yes,Positively,No,,No,,Yes,,No,Yes,,
2025-05-07 17:51:09,2025-05-07 17:52:02,IP Address,146.50.234.69,100,52,True,2025-05-07 17:52:02,R_8NzihSBDGmF5pzF,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,25F,No,,,,,,,,,,,,,
2025-05-07 17:52:04,2025-05-07 17:55:25,IP Address,146.50.234.69,100,201,True,2025-05-07 17:55:25,R_8nZPsuMkfsLhfz7,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,26F,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,Yes,
2025-05-07 17:55:27,2025-05-07 17:58:12,IP Address,146.50.234.69,100,165,True,2025-05-07 17:58:12,R_2D0nnvJ47YXn9hn,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,27F,No,,,,,,,,,,,,,
2025-05-07 17:58:13,2025-05-07 18:01:19,IP Address,146.50.234.69,100,185,True,2025-05-07 18:01:19,R_2hMV4QPiQURQSjy,,,,,52.3669,4.9517,anonymous,EN,Francesco Speciale,28F,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,No,Yes
2025-05-08 09:46:51,2025-05-08 09:57:36,IP Address,80.114.165.142,100,645,True,2025-05-08 09:57:37,R_2e9F6YrIn2GYoZH,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,1M,No,,,,,,,,,,,,,
2025-05-08 09:57:38,2025-05-08 10:00:14,IP Address,80.114.165.142,100,155,True,2025-05-08 10:00:14,R_2FRtlnPzrTEls47,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,2M,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,Yes,
2025-05-08 10:00:16,2025-05-08 10:00:40,IP Address,80.114.165.142,100,24,True,2025-05-08 10:00:40,R_2Ucm5bHAAL2u9UU,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,3M,No,,,,,,,,,,,,,
2025-05-08 10:00:41,2025-05-08 10:02:40,IP Address,80.114.165.142,100,119,True,2025-05-08 10:02:41,R_2JNAeqS05K43JOp,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,4M,No,,,,,,,,,,,,,
2025-05-08 10:02:42,2025-05-08 10:03:54,IP Address,80.114.165.142,100,72,True,2025-05-08 10:03:55,R_8QK8HrssGofmrFG,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,5M,No,,,,,,,,,,,,,
2025-05-08 10:05:49,2025-05-08 10:05:55,IP Address,80.114.165.142,100,6,True,2025-05-08 10:05:56,R_21tG3kAVmo59IGT,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,6M,No,,,,,,,,,,,,,
2025-05-08 10:08:17,2025-05-08 10:08:24,IP Address,80.114.165.142,100,6,True,2025-05-08 10:08:25,R_2RQaC5n2kK9PD7b,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,7M,No,,,,,,,,,,,,,
2025-05-08 10:08:32,2025-05-08 10:08:39,IP Address,80.114.165.142,100,6,True,2025-05-08 10:08:40,R_2MLRSHWmlJBVh75,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,8M,No,,,,,,,,,,,,,
2025-05-08 10:08:57,2025-05-08 10:09:03,IP Address,80.114.165.142,100,6,True,2025-05-08 10:09:03,R_8Ysqe5MmTfb9O1U,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,9M,No,,,,,,,,,,,,,
2025-05-08 10:09:45,2025-05-08 10:09:56,IP Address,80.114.165.142,100,10,True,2025-05-08 10:09:56,R_8LsZWyROWfeWtmp,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,10M,No,,,,,,,,,,,,,
2025-05-08 10:10:09,2025-05-08 10:10:16,IP Address,80.114.165.142,100,6,True,2025-05-08 10:10:16,R_8ouxRboGiJvn69P,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,11M,No,,,,,,,,,,,,,
2025-05-08 10:11:05,2025-05-08 10:12:30,IP Address,80.114.165.142,100,85,True,2025-05-08 10:12:31,R_8mmU7vhKO9cQuv4,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,12M,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,Yes,
2025-05-08 10:12:48,2025-05-08 10:14:11,IP Address,80.114.165.142,100,82,True,2025-05-08 10:14:12,R_2qkslB5IMeOyLQ3,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,13M,No,,,,,,,,,,,,,
2025-05-08 10:14:16,2025-05-08 10:20:43,IP Address,80.114.165.142,100,387,True,2025-05-08 10:20:44,R_8i2SoQaBGQJYV6x,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,15M,No,,,,,,,,,,,,,
2025-05-08 10:20:53,2025-05-08 10:24:52,IP Address,80.114.165.142,100,239,True,2025-05-08 10:24:53,R_8Y1VAkknVIsT7tD,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,16M,No,,,,,,,,,,,,,
2025-05-08 10:26:21,2025-05-08 10:26:33,IP Address,80.114.165.142,100,12,True,2025-05-08 10:26:34,R_8jsjOl2Yaa40v6x,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,18M,No,,,,,,,,,,,,,
2025-05-08 10:26:40,2025-05-08 10:27:10,IP Address,80.114.165.142,100,30,True,2025-05-08 10:27:11,R_8j0tK9lBjIeV6xc,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,19M,No,,,,,,,,,,,,,
2025-05-08 10:27:14,2025-05-08 10:30:51,IP Address,80.114.165.142,100,217,True,2025-05-08 10:30:52,R_2gx40dFCRo3Rpe1,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,20M,Yes,First,Yes,Positively,Yes,Other Individuals,,,,,No,Yes,,
2025-05-08 10:31:12,2025-05-08 10:32:15,IP Address,80.114.165.142,100,62,True,2025-05-08 10:32:16,R_2HuVjinRfireJIZ,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,22M,No,,,,,,,,,,,,,
2025-05-08 10:59:48,2025-05-08 10:59:58,IP Address,80.114.165.142,100,9,True,2025-05-08 10:59:58,R_2ZJiAx0ho47u80w,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,14M,No,,,,,,,,,,,,,
2025-05-08 11:00:11,2025-05-08 11:00:18,IP Address,80.114.165.142,100,7,True,2025-05-08 11:00:19,R_2rI30yvFjvtnU5G,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,17M,No,,,,,,,,,,,,,
2025-05-08 11:06:20,2025-05-08 11:06:26,IP Address,80.114.165.142,100,5,True,2025-05-08 11:06:26,R_8IBgs7usNDdWgbY,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,21M,No,,,,,,,,,,,,,
2025-05-08 14:45:17,2025-05-08 14:56:24,IP Address,146.50.195.110,100,666,True,2025-05-08 14:56:24,R_2YQYA4mZMoBOpU8,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,8F,No,,,,,,,,,,,,,
2025-05-08 14:56:26,2025-05-08 14:58:57,IP Address,146.50.195.110,100,151,True,2025-05-08 14:58:58,R_8mkifHcb4O83WqK,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,29F,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-08 14:58:59,2025-05-08 14:59:20,IP Address,146.50.195.110,100,20,True,2025-05-08 14:59:20,R_2wzSJBbHhTrzC6d,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,30F,No,,,,,,,,,,,,,
2025-05-08 14:59:21,2025-05-08 15:03:25,IP Address,146.50.195.110,100,243,True,2025-05-08 15:03:26,R_2yqhfAyKKWqwGfy,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,31F,No,,,,,,,,,,,,,
2025-05-08 15:03:27,2025-05-08 15:04:00,IP Address,146.50.195.110,100,32,True,2025-05-08 15:04:00,R_2nT0Vyo1L6l2B54,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,32F,No,,,,,,,,,,,,,
2025-05-08 15:04:02,2025-05-08 15:07:37,IP Address,146.50.195.110,100,215,True,2025-05-08 15:07:38,R_2O18VVMrizgahWw,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,33F,No,,,,,,,,,,,,,
2025-05-08 15:07:39,2025-05-08 15:08:10,IP Address,146.50.195.110,100,31,True,2025-05-08 15:08:10,R_8cOHmIA6LLC8AkF,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,34F,No,,,,,,,,,,,,,
2025-05-08 15:12:27,2025-05-08 15:12:46,IP Address,80.114.165.142,100,19,True,2025-05-08 15:12:47,R_2HOLMhUECvaSlhW,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,23M,No,,,,,,,,,,,,,
2025-05-08 15:08:11,2025-05-08 15:20:16,IP Address,146.50.195.110,100,725,True,2025-05-08 15:20:17,R_2fkEE0OPrRoMkwN,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,35F,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-08 15:20:18,2025-05-08 15:30:53,IP Address,146.50.195.110,100,634,True,2025-05-08 15:30:53,R_2Gf8qL8WuDDnpGi,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,37F,No,,,,,,,,,,,,,
2025-05-08 15:31:05,2025-05-08 15:32:08,IP Address,146.50.195.110,100,63,True,2025-05-08 15:32:09,R_8IHZZiLrhQqNfJn,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,38F,No,,,,,,,,,,,,,
2025-05-08 15:32:10,2025-05-08 15:33:45,IP Address,146.50.195.110,100,94,True,2025-05-08 15:33:45,R_8i33QdPnJJQqfnP,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,39F,No,,,,,,,,,,,,,
2025-05-08 15:33:46,2025-05-08 15:34:16,IP Address,146.50.195.110,100,29,True,2025-05-08 15:34:17,R_2Cm5b9tB3ChotNX,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,40F,No,,,,,,,,,,,,,
2025-05-08 15:34:33,2025-05-08 15:34:52,IP Address,80.114.165.142,100,19,True,2025-05-08 15:34:53,R_2gvXsq4ysLm0qI1,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,25M,No,,,,,,,,,,,,,
2025-05-08 15:34:18,2025-05-08 15:35:09,IP Address,146.50.195.110,100,51,True,2025-05-08 15:35:09,R_8n3L4UeiuRvgqPW,,,,,52.3471,4.8508,anonymous,EN,Francesco Speciale,41F,No,,,,,,,,,,,,,
2025-05-08 15:35:13,2025-05-08 15:35:19,IP Address,80.114.165.142,100,6,True,2025-05-08 15:35:19,R_24jToQvJLV0tXNx,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,26M,No,,,,,,,,,,,,,
2025-05-08 15:35:27,2025-05-08 15:35:34,IP Address,80.114.165.142,100,6,True,2025-05-08 15:35:34,R_2jCauQFFcOJD4VP,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,27M,No,,,,,,,,,,,,,
